run; test_dataset; aAcc; mIoU; mAcc
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_rain; 81,8700; 31,1000; 38,6400
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_snow; 71,5600; 25,8000; 35,1900
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_fog; 83,1000; 41,5500; 49,5800
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_full; 71,4000; 27,9500; 35,9000
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_night; 54,3100; 17,2800; 28,4200
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,5; dark_zurich; 51,1200; 16,9000; 30,3300
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,5; cityscapes; 94,2600; 60,4700; 69,6600
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_rain; 74,7800; 32,6400; 44,1200
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_snow; 71,1400; 29,4200; 40,1200
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_fog; 83,4500; 45,6800; 54,8000
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_full; 70,7900; 30,7200; 40,0600
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_night; 50,2000; 16,8700; 29,8100
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,6; dark_zurich; 43,6000; 16,3000; 27,8800
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,6; cityscapes; 94,1400; 62,0100; 70,5500
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_rain; 71,7400; 30,3400; 41,7900
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_snow; 63,2000; 26,6400; 38,0300
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_fog; 78,8600; 44,9100; 54,8100
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_full; 65,8800; 28,4900; 39,4500
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_night; 54,2400; 17,7900; 30,2900
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,4; dark_zurich; 50,3600; 17,5100; 30,1500
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,4; cityscapes; 94,4600; 62,2700; 70,2600
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_rain; 82,6600; 36,2200; 46,6200
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_snow; 76,4200; 31,7500; 42,9900
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_fog; 89,5200; 49,6700; 59,0500
train_upernet_co_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_full; 75,5400; 32,9300; 43,0900
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; acdc_night; 49,1900; 16,2000; 27,6800
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; dark_zurich; 45,2100; 15,5400; 28,5900
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; cityscapes; 93,1300; 60,4000; 68,5100
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; acdc_rain; 84,4800; 34,9000; 42,2100
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; acdc_snow; 75,9900; 27,8500; 36,4800
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; acdc_fog; 83,3000; 43,1600; 51,0100
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; acdc_full; 73,0500; 30,0600; 37,7200
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; acdc_night; 24,2200; 10,6200; 18,7200
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; dark_zurich; 21,7200; 10,6400; 19,5400
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; cityscapes; 92,7500; 59,0700; 67,4400
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; acdc_rain; 73,3200; 29,2000; 37,3200
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; acdc_snow; 65,2700; 23,4200; 30,5700
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; acdc_fog; 67,3000; 34,5200; 44,9400
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; acdc_full; 57,2700; 24,2600; 31,8100
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; acdc_night; 52,9100; 16,6600; 29,3000
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; dark_zurich; 48,7400; 16,7200; 29,0100
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; cityscapes; 93,5300; 58,7700; 67,4500
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; acdc_rain; 82,5600; 33,9400; 42,8500
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; acdc_snow; 73,6400; 28,3100; 38,6900
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; acdc_fog; 84,2900; 44,1400; 53,3600
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; acdc_full; 73,1900; 30,2900; 39,2500
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; acdc_night; 44,6300; 15,8300; 27,1000
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; dark_zurich; 40,3700; 15,4500; 27,0800
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; cityscapes; 94,7100; 67,1100; 76,1500
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; acdc_rain; 80,9900; 36,7000; 46,1300
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; acdc_snow; 69,2100; 27,4700; 37,5400
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; acdc_fog; 76,9700; 42,8700; 53,7300
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; acdc_full; 67,7700; 30,5600; 39,2700
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; acdc_night; 55,2600; 17,0500; 29,8700
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; dark_zurich; 53,1800; 17,3600; 30,4400
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; cityscapes; 94,1000; 62,6500; 70,2300
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; acdc_rain; 79,2600; 33,8700; 43,0000
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; acdc_snow; 72,6100; 27,4800; 36,9900
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; acdc_fog; 87,0200; 46,3100; 54,2900
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; acdc_full; 73,3900; 30,6800; 39,5600
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,9; acdc_night; 36,2200; 12,3600; 22,8200
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,9; dark_zurich; 34,2600; 11,3000; 23,7300
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,9; cityscapes; 90,0100; 53,1400; 63,5800
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,9; acdc_rain; 72,3200; 21,8700; 27,2900
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,9; acdc_snow; 58,5700; 15,6100; 21,1800
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,9; acdc_fog; 68,5100; 25,9800; 33,1300
train_upernet_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,9; acdc_full; 58,7300; 18,7500; 25,3300
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; acdc_night; 38,3500; 14,0400; 23,3300
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; dark_zurich; 39,8500; 12,8800; 23,8600
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; cityscapes; 92,7300; 61,3300; 69,8200
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; acdc_rain; 81,4400; 31,3400; 37,1700
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; acdc_snow; 70,7200; 23,2300; 29,3500
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; acdc_fog; 80,8000; 38,1700; 45,9800
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; acdc_full; 67,6000; 26,3700; 32,9400
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; acdc_night; 58,0600; 17,8800; 30,0300
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; dark_zurich; 55,2900; 17,5200; 30,1000
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; cityscapes; 94,4000; 63,5300; 70,8000
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; acdc_rain; 77,4300; 34,6000; 45,4800
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; acdc_snow; 72,1100; 28,1800; 38,6600
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; acdc_fog; 82,0300; 45,5600; 55,8800
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; acdc_full; 72,3000; 31,2100; 40,6000
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; acdc_night; 45,7300; 14,0600; 23,2000
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; dark_zurich; 45,0400; 14,6500; 24,9100
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; cityscapes; 92,9000; 61,6200; 71,3300
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; acdc_rain; 82,8700; 32,4700; 39,4400
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; acdc_snow; 76,0700; 27,9900; 34,5100
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; acdc_fog; 84,3800; 42,8700; 48,9300
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; acdc_full; 72,0500; 28,7100; 34,7000
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; acdc_night; 50,4000; 17,3300; 29,1400
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; dark_zurich; 48,2100; 16,5500; 30,1700
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; cityscapes; 94,0600; 60,9500; 68,3000
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; acdc_rain; 83,5600; 37,1400; 45,3900
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; acdc_snow; 73,3400; 28,6700; 38,0000
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; acdc_fog; 82,2600; 43,9000; 53,5100
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; acdc_full; 72,2200; 30,6800; 39,3500
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; acdc_night; 55,3900; 17,8900; 29,8000
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; dark_zurich; 51,4400; 16,8800; 28,8500
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; cityscapes; 94,3700; 62,6200; 71,4100
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; acdc_rain; 81,9900; 35,4100; 46,6400
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; acdc_snow; 69,3500; 28,7200; 39,2200
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; acdc_fog; 84,0800; 45,1900; 55,4400
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; acdc_full; 72,5700; 31,4700; 40,4500
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; acdc_night; 51,7300; 13,5800; 23,6200
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; dark_zurich; 47,7700; 13,4200; 25,1600
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; cityscapes; 90,4900; 52,9300; 61,7200
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; acdc_rain; 77,4000; 24,4200; 29,9600
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; acdc_snow; 68,2900; 19,8000; 25,6400
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; acdc_fog; 72,7000; 28,4700; 36,0600
train_upernet_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; acdc_full; 67,4100; 21,8500; 28,8900
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_night; 42,5900; 14,6000; 27,0200
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; dark_zurich; 38,8000; 13,1600; 25,5600
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; cityscapes; 94,4500; 61,8900; 70,1100
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_rain; 82,0800; 35,8300; 46,6000
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_snow; 67,7000; 25,8500; 35,6900
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_fog; 83,6000; 43,9900; 55,3100
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_full; 68,7900; 29,4500; 39,4700
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_night; 38,8200; 12,8800; 22,8400
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; dark_zurich; 39,2800; 13,2100; 25,3100
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; cityscapes; 92,2300; 59,9700; 69,7300
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_rain; 78,5800; 30,7600; 38,1800
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_snow; 71,2600; 24,2400; 30,7800
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_fog; 75,8000; 38,0700; 45,3300
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_full; 65,9000; 26,2100; 33,3500
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; acdc_night; 49,3500; 14,9800; 26,2000
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; dark_zurich; 44,6600; 14,0200; 26,7000
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; cityscapes; 93,4800; 60,7300; 70,3000
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; acdc_rain; 78,8500; 33,7100; 42,7600
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; acdc_snow; 65,4200; 25,7800; 34,2300
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; acdc_fog; 76,0800; 41,0300; 50,2500
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; acdc_full; 67,2900; 28,9200; 37,1600
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_night; 55,1200; 15,6600; 27,2100
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; dark_zurich; 52,5700; 15,3200; 27,7800
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; cityscapes; 93,9100; 63,8500; 73,2700
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_rain; 78,5400; 34,9500; 45,5500
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_snow; 71,6000; 28,9500; 38,2900
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_fog; 82,1100; 46,7100; 57,3100
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_full; 71,7100; 31,1400; 40,5700
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_night; 51,5100; 16,8000; 31,3900
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; dark_zurich; 47,1700; 17,0800; 31,5100
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; cityscapes; 94,1800; 60,2100; 68,0700
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_rain; 81,0500; 34,6400; 48,8700
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_snow; 75,4400; 28,0400; 40,2800
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_fog; 84,3500; 44,7600; 57,9100
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_full; 72,9200; 30,5700; 42,2800
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_night; 38,9700; 11,6500; 20,5800
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; dark_zurich; 37,9100; 11,8800; 22,0700
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; cityscapes; 90,1000; 54,4600; 64,3300
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_rain; 73,1100; 24,1000; 31,0300
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_snow; 63,9800; 19,2200; 25,7400
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_fog; 65,3800; 24,1000; 32,7100
train_upernet_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_full; 60,1900; 20,1100; 27,5600
